회사명,거래소코드,회계년도,[제조]      단기차입금(*)(IFRS연결),[제조]      유동성장기부채(*)(IFRS연결),[제조]            사채(IFRS연결),[제조]            장기차입금(IFRS연결),[제조]   이자비용(IFRS연결),[제조]   이자비용(IFRS연결),[제조]   이자비용(IFRS연결),[제조]   이자비용(IFRS연결),[제조]법인세비용(IFRS연결),[제조]자본(*)(IFRS연결),[제조]부채(*)(IFRS연결)
남광토건(주),001260,2022/12,25000000,1183536,0,0,0,0,0,1358382,-3574411,107002078,238920806
남광토건(주),001260,2023/12,22000000,7278951,0,0,0,0,0,1778923,-1305071,113032137,264295801
남양유업(주),003920,2020/12,0,0,0,0,0,0,0,862960,-15351180,860697391,137593393
남양유업(주),003920,2021/12,0,0,0,0,0,0,0,685286,-14741362,812960710,124442409
남양유업(주),003920,2022/12,37100000,0,0,0,0,0,0,589780,-18777672,737951261,164307809
남해화학(주),025860,2020/12,,,,,,,,,,,
남해화학(주),025860,2021/12,90498418,0,0,0,0,0,0,567611,2790743,471602290,247508235
남해화학(주),025860,2022/12,175563946,0,0,0,0,0,0,9169711,18100376,521990318,380906101
남해화학(주),025860,2023/12,143359198,0,0,0,0,0,0,11640092,-853275,519316743,314231857
네이버(주),035420,2020/12,481207513,95015814,5690291,714266865,0,0,0,21666282,492534782,8255132035,8759106629
네이버(주),035420,2021/12,342638765,118683053,0,0,0,0,0,45165688,648668890,24027376349,9663630408
네이버(주),035420,2022/12,1381399299,0,0,0,0,0,0,71692137,410536791,23450322480,10448720409
네이버(주),035420,2023/12,333041315,442886027,0,0,0,0,0,127077551,496378555,24237998816,11499828149
넥센타이어(주),002350,2020/12,240080390,229794487,0,0,0,0,0,18247791,3915388,1546952327,1994128000
넥센타이어(주),002350,2021/12,255982316,231856098,0,0,0,0,0,19173538,11846323,1599927142,2223486296
넥센타이어(주),002350,2022/12,663361180,341694784,0,0,0,0,0,28143410,-12807289,1596231828,2348104912
넥센타이어(주),002350,2023/12,458756000,435935822,0,0,0,0,0,60418687,46568317,1704882809,2527778745
넥스틸(주),092790,2020/12,,,,,,,,,,,
넥스틸(주),092790,2021/12,,,,,,,,,,,
넥스틸(주),092790,2022/12,34000000,14845079,0,0,0,0,0,4902232,44996200,285264825,302747492
넥스틸(주),092790,2023/12,54000000,921703,0,0,0,0,0,5855253,37925197,444944994,197535614
넷마블(주),251270,2020/12,807464029,12148799,0,0,0,0,0,23128347,136592626,5650596134,2572832682
넷마블(주),251270,2021/12,1670993103,57077283,0,0,0,0,0,36222511,101999415,6007658886,4656124187
넷마블(주),251270,2022/12,1507042690,222433136,0,0,0,0,0,112779741,-55116119,5621808455,3313765261
넷마블(주),251270,2023/12,1311381882,86285268,0,0,0,0,0,146706098,145281541,5079044789,2836820601
다스코(주),058730,2020/12,47936215,3784827,0,0,0,0,0,1554562,-1847389,119466538,130077408
다스코(주),058730,2021/12,47135545,7383739,0,0,0,0,0,3323745,-564361,125349317,173177983
다스코(주),058730,2022/12,49010000,11307794,0,0,0,0,0,5022191,2779481,143225920,202891749
다스코(주),058730,2023/12,45544000,4150092,0,0,0,0,0,6428466,3432546,154105447,165929194
다올투자증권(주),030210,2020/12,,,,,,,,,,,
다올투자증권(주),030210,2021/12,,,,,,,,,,,
다올투자증권(주),030210,2022/12,,,,,,,,,,,
다올투자증권(주),030210,2023/12,,,,,,,,,,,
대덕전자(주),353200,2020/12,9080571,0,0,0,0,0,0,407431,-511751,637780940,171396181
대덕전자(주),353200,2021/12,1000000,0,0,0,0,0,0,571607,12401623,681882884,259131515
대덕전자(주),353200,2022/12,1000000,6836886,0,0,0,0,0,640993,60594925,854989142,336767846
대덕전자(주),353200,2023/12,0,6836173,0,0,0,0,0,921368,2998332,868336080,259199450
대동전자(주),008110,2020/03,0,0,0,0,0,0,0,0,2242993,147093231,31953956
대동전자(주),008110,2021/03,0,0,0,0,0,0,0,0,981738,163996637,41011756
대동전자(주),008110,2022/03,0,0,0,0,0,0,0,0,2872743,176013483,34973588
대동전자(주),008110,2023/03,0,0,0,0,0,0,0,10378,-9477145,224992378,26183174
대림비앤코(주),005750,2020/12,14169167,18046958,0,0,0,0,0,2331185,214496,157839575,168485012
대림비앤코(주),005750,2021/12,14077107,42000000,0,0,0,0,0,2251054,777118,157388851,169194158
대림비앤코(주),005750,2022/12,15000000,23000000,0,0,0,0,0,3171487,-818586,157961649,179629163
대림통상(주),006570,2020/12,36809553,7671848,0,0,0,0,0,2210268,-1027986,76430013,83223321
대림통상(주),006570,2021/12,40596818,16115093,0,0,0,0,0,2161712,919678,76137061,89665371
대림통상(주),006570,2022/12,48103812,4156459,0,0,0,0,0,2986233,-527901,80329896,91462723
대상(주),001680,2020/12,266211294,113787712,0,0,0,0,0,20818074,63742511,1101549818,1426785228
대상(주),001680,2021/12,328822336,143599596,0,0,0,0,0,17562000,39386386,1247222537,1623307569
대상(주),001680,2022/12,469896612,91900467,0,0,0,0,0,30622000,28713978,1322626501,1867569947
대상(주),001680,2023/12,321381417,159712067,0,0,0,0,0,53051969,21588149,1343746605,1990623423
대상홀딩스(주),084690,2020/12,295673482,135566830,0,0,0,0,0,25275000,46037617,1325982098,1734176256
대상홀딩스(주),084690,2021/12,402050841,200959286,0,0,0,0,0,23140000,40162213,1491136537,2134955897
대상홀딩스(주),084690,2022/12,606082037,116482717,0,0,0,0,0,41024000,40785287,1555100874,2460226575
대상홀딩스(주),084690,2023/12,486815129,240128190,0,0,0,0,0,67798000,23905686,1583313433,2576171993
대성산업(주),128820,2020/12,100566628,14618623,0,0,0,0,0,18308147,2654537,486013472,615662692
대성산업(주),128820,2021/12,23089355,65626278,0,0,0,0,0,18847004,5028699,460894036,1191520576
대성산업(주),128820,2022/12,27253385,64429431,0,0,0,0,0,34717860,1902473,627082174,1197506141
대성에너지(주),117580,2020/12,40000000,51939153,0,0,0,0,0,3410438,4384558,314411003,387705959
대성에너지(주),117580,2021/12,27600000,1450470,0,0,0,0,0,2584586,2968289,317343114,425136421
대성에너지(주),117580,2022/12,20000000,2833366,0,0,0,0,0,2814042,551095,313793533,520696425
대성에너지(주),117580,2023/12,40000000,62709143,0,0,0,0,0,3679891,3390746,319603451,483594707
대성홀딩스(주),016710,2020/12,40000000,101929357,0,0,0,0,0,6076178,9721569,581661588,599463867
대성홀딩스(주),016710,2021/12,27600000,1450470,0,0,0,0,0,4629849,7938591,596911156,647101707
대성홀딩스(주),016710,2022/12,40000000,61116489,0,0,0,0,0,4952782,9020128,604804139,786541939
대성홀딩스(주),016710,2023/12,100000000,111010053,0,0,0,0,0,7532401,56795586,559034235,686948614
대신증권(주),003540,2020/12,,,,,,,,,,,
대신증권(주),003540,2021/12,,,,,,,,,,,
대신증권(주),003540,2022/12,,,,,,,,,,,
대영포장(주),014160,2020/12,,,,,,,,,,,
대영포장(주),014160,2021/12,,,,,,,,,,,
대영포장(주),014160,2022/12,,,,,,,,,,,
대우전자부품(주),009320,2020/12,,,,,,,,,,,
대우전자부품(주),009320,2021/12,,,,,,,,,,,
대우전자부품(주),009320,2022/12,,,,,,,,,,,
대우전자부품(주),009320,2023/12,,,,,,,,,,,
대원강업(주),000430,2020/12,195216255,13975662,0,0,0,0,0,9686629,-224810,572095997,445770950
대원강업(주),000430,2021/12,181136722,9860862,0,0,0,0,0,7608427,-3753123,576991044,406038474
대원강업(주),000430,2022/12,175745655,15086335,0,0,0,0,0,10326173,-11621579,598011882,412406943
대원강업(주),000430,2023/12,165682493,7597000,0,0,0,0,0,13194093,22778979,618192990,408110669
대원전선(주),006340,2020/12,24902201,3000000,0,0,0,0,0,817166,740407,85380717,106632038
대원전선(주),006340,2021/12,34497920,2000000,0,0,0,0,0,998379,-196368,87644897,152928879
대원전선(주),006340,2022/12,27608460,1200000,0,0,0,0,0,2010600,541472,91598886,154359647
대원전선(주),006340,2023/12,28392723,28856,0,0,0,0,0,3036977,2249495,100324044,134547618
대원제약(주),003220,2020/12,20000000,2448285,0,0,0,0,0,1182464,6443017,212771671,122442339
대원제약(주),003220,2021/12,42542761,9185264,0,0,0,0,0,2078079,10525293,218403698,211176225
대원제약(주),003220,2022/12,42874000,10628157,0,0,0,0,0,3682942,8064849,248765199,204784867
대원제약(주),003220,2023/12,62874000,40926539,0,0,0,0,0,4614224,2366929,264264473,243733870
대원화성(주),024890,2020/12,30372789,2404360,0,0,0,0,0,985781,483167,76025090,53771259
대원화성(주),024890,2021/12,38032656,1737730,0,0,0,0,0,1089190,-1557502,71012022,64820560
대원화성(주),024890,2022/12,42245573,5200000,0,0,0,0,0,1953108,639398,62456607,68456840
대원화성(주),024890,2023/12,51317800,200000,0,0,0,0,0,3488167,563671,52837630,85537345
대창단조(주),015230,2020/12,1088000,0,0,0,0,0,0,261147,6286073,197203336,50037510
대창단조(주),015230,2021/12,592750,0,0,0,0,0,0,226557,8640865,227166438,71311981
대창단조(주),015230,2022/12,3421710,0,0,0,0,0,0,308436,16944190,242397320,95831170
대한방직(주),001070,2020/12,33191054,19225,0,0,0,0,0,961718,774014,136304881,77489052
대한방직(주),001070,2021/12,48206678,654972,0,0,0,0,0,787270,525010,139467795,93144326
대한방직(주),001070,2022/12,32021052,10609271,0,0,0,0,0,1299668,-2063742,135247441,75392117
대한방직(주),001070,2023/12,15420493,622515,0,0,0,0,0,1746584,-997231,130936272,49782243
대한유화(주),006650,2020/12,6998023,0,0,0,0,0,0,479949,40493869,1894119696,233430644
대한유화(주),006650,2021/12,6040000,9600000,0,0,0,0,0,1082932,48247290,2029134282,449738749
대한유화(주),006650,2022/12,13393000,1733200,0,0,0,0,0,1575711,-55332723,1861952414,333880102
대한유화(주),006650,2023/12,91762000,10000000,0,0,0,0,0,5732296,-20887988,1824790602,371702112
대한전선(주),001440,2020/12,119016063,467286019,0,0,0,0,0,38248000,-7978044,359634314,839828614
대한전선(주),001440,2021/12,350523381,19236926,0,0,0,0,0,19351000,-2556581,387760789,1033109826
대한전선(주),001440,2022/12,82076206,20000000,0,0,0,0,0,21159000,9547747,882204303,738060568
대한전선(주),001440,2023/12,165357099,20000000,0,0,0,0,0,27001000,-6388152,953285756,925279344
대한제강(주),084010,2020/12,10725965,21550000,0,0,0,0,0,1679888,17806868,548377713,396483255
대한제강(주),084010,2021/12,24110780,12452463,0,0,0,0,0,1261507,56540058,720207676,512229906
대한제강(주),084010,2022/12,30654820,3541532,0,0,0,0,0,3157010,58163908,798446877,422049933
대한제강(주),084010,2023/12,7478520,1000000,0,0,0,0,0,1830871,18289460,843966380,271812695
대한제당(주),001790,2020/12,103006481,107040000,0,0,0,0,0,11638117,12606077,478569356,667672501
대한제당(주),001790,2021/12,137374631,109355000,0,0,0,0,0,8867180,7043069,511199010,671091219
대한제당(주),001790,2022/12,127964822,80000000,0,0,0,0,0,12935850,8870737,537718752,681747544
대한제당(주),001790,2023/12,65199991,82637492,0,0,0,0,0,17077505,9656548,554590561,630801051
대한제분(주),001130,2020/12,116352338,1063600,0,0,0,0,0,3666648,10136450,780799362,304081446
대한제분(주),001130,2021/12,201890495,7844590,0,0,0,0,0,3664330,42313826,880617517,440979864
대한제분(주),001130,2022/12,176883065,7733280,0,0,0,0,0,6899334,13788721,919353084,399078815
대한제분(주),001130,2023/12,177907755,9883280,0,0,0,0,0,12850286,20278965,993961882,407391972
대한해운(주),005880,2020/12,146293418,308592436,0,0,0,0,0,90831756,-960863,853323153,2492265618
대한해운(주),005880,2021/12,61577621,169514882,0,0,0,0,0,67532503,17271534,1518114390,2341620169
대한해운(주),005880,2022/12,286839715,233821045,0,0,0,0,0,89179341,12689430,1784122007,2706138105
대한해운(주),005880,2023/12,198444200,635265789,0,0,0,0,0,162276330,13643048,1846814654,2880989160
대한화섬(주),003830,2020/12,,,,,,,,,,,
대한화섬(주),003830,2021/12,,,,,,,,,,,
대한화섬(주),003830,2022/12,,,,,,,,,,,
덕양산업(주),024900,2020/12,57533440,13489123,0,0,0,0,0,3541512,-18918,55776963,457267351
덕양산업(주),024900,2021/12,41725930,11894083,0,0,0,0,0,3529674,3344671,63777587,459786678
덕양산업(주),024900,2022/12,43358717,23679036,0,0,0,0,0,3526756,6235093,88443765,431773772
덕양산업(주),024900,2023/12,28885390,5900000,0,0,0,0,0,3759332,6671002,91061755,482586900
동국씨엠(주),460850,2023/12,,,,,,,,,,,
동국제강(주),460860,2023/12,,,,,,,,,,,
동국홀딩스(주),001230,2020/12,1668650828,275729000,0,0,0,0,5184000,83352000,58233262,2136230888,3282307853
동국홀딩스(주),001230,2021/12,1734689107,235591000,0,0,0,0,2768000,62579000,128692419,2782412406,3551698514
동국홀딩스(주),001230,2022/12,1554293530,228095000,0,0,0,0,6581000,73466000,122223210,3286611270,3164636527
동국홀딩스(주),001230,2023/12,188262454,8017000,0,0,0,0,402000,11461000,76022184,1777312951,644335386
동부건설(주),005960,2020/12,6856000,686000,0,0,0,0,0,1281601,7660178,459854034,494379516
동부건설(주),005960,2021/12,37198607,8807000,0,1036000,0,0,0,5167000,18207323,559654480,702346281
동부건설(주),005960,2022/12,65423993,115807000,0,0,0,0,0,3374000,11293360,583588347,998112147
동부건설(주),005960,2023/12,254843716,127366000,0,0,0,0,0,13856734,-5760411,580558729,1226953607
동성제약(주),002210,2020/12,,,,,,,,,,,
동성제약(주),002210,2021/12,,,,,,,,,,,
동성제약(주),002210,2022/12,,,,,,,,,,,
동성제약(주),002210,2023/12,,,,,,,,,,,
동아쏘시오홀딩스(주),000640,2020/12,136400000,77958000,0,0,0,0,0,11975757,7818438,888723631,622382702
동아쏘시오홀딩스(주),000640,2021/12,198809999,16188000,0,0,0,0,0,11503160,5592832,985040574,706347762
동아쏘시오홀딩스(주),000640,2022/12,209336500,174073740,0,0,0,0,0,14853870,9773384,998660790,732791277
동아쏘시오홀딩스(주),000640,2023/12,344100000,41453453,0,0,0,0,0,22745717,9870691,1027309302,929797049
동아에스티(주),170900,2020/12,50532739,0,0,0,0,0,0,5193564,6184864,642096822,338570602
동아에스티(주),170900,2021/12,51502415,89987173,0,0,0,0,0,5623981,-726570,656379118,459606409
동아에스티(주),170900,2022/12,21373023,41500000,0,0,0,0,0,8105719,4744709,690111003,467613931
동아에스티(주),170900,2023/12,17013771,220866459,0,0,0,0,0,12723460,3982471,683307891,581112696
동아타이어공업(주),282690,2020/12,6454601,0,0,0,0,0,0,59313,4663111,366869385,28953954
동아타이어공업(주),282690,2021/12,15490963,0,0,0,0,0,0,66235,5632232,370498332,50132557
동아타이어공업(주),282690,2022/12,52191249,0,0,0,0,0,0,1407394,7082190,377801454,96570090
동아타이어공업(주),282690,2023/12,18910593,0,0,0,0,0,0,1957566,3222398,386752653,68461549
동양생명보험(주),082640,2020/12,,,,,,,,,,,
동양생명보험(주),082640,2021/12,,,,,,,,,,,
동양생명보험(주),082640,2022/12,,,,,,,,,,,
동양철관(주),008970,2020/12,30016452,2000000,0,0,0,0,0,1113485,381508,87503711,65870366
동양철관(주),008970,2021/12,63089447,0,0,0,0,0,0,1109159,89214,84147305,101850823
동양철관(주),008970,2022/12,49930000,523810,0,0,0,0,0,2515702,100892,87958590,94535470
동양철관(주),008970,2023/12,33670000,2000000,0,0,0,0,0,4836907,150133,87094839,121668095
동양피스톤(주),092780,2020/12,103729525,26382934,0,0,0,0,0,5337576,774819,95576437,250480375
동양피스톤(주),092780,2021/12,95278720,7726586,0,0,0,0,0,4776508,1897114,113278151,249350068
동양피스톤(주),092780,2022/12,96496777,6000490,0,0,0,0,0,5944854,1296357,124525221,249740813
동원금속(주),018500,2020/03,109067255,31432772,0,0,0,0,0,12580490,397033,69550683,441400468
동원금속(주),018500,2021/03,114991462,33283561,0,0,0,0,0,13979105,2174879,31982123,436932189
동원금속(주),018500,2022/03,122598809,31227822,0,0,0,0,0,11300104,-614988,61434251,395436340
동원금속(주),018500,2023/03,113687785,32436154,0,0,0,0,0,12274781,5104644,89710533,398156988
동원산업(주),006040,2020/12,248541466,384536673,0,0,0,0,0,44296011,62995082,1295141813,1810884383
동원산업(주),006040,2021/12,213871876,142837476,0,0,0,0,0,35300090,52182200,1486885893,1565018656
동원산업(주),006040,2022/12,789162454,429571878,0,0,0,0,0,84875776,109209189,2908475430,4152704108
동원산업(주),006040,2023/12,924220734,778921611,0,0,0,0,0,119356445,76365448,3135721276,4589421553
동원수산(주),030720,2020/12,23062026,0,0,0,0,0,0,1047205,1840116,48157952,49992276
동원수산(주),030720,2021/12,17954944,0,0,0,0,0,0,734560,1135632,57020154,43921847
동원수산(주),030720,2022/12,17726214,0,0,0,0,0,0,670673,2576576,62573282,59216320
동원수산(주),030720,2023/12,22005237,0,0,0,0,0,0,1238314,-538311,42652370,71959495
동원시스템즈(주),014820,2020/12,99000000,179895045,0,0,0,0,0,10094750,23692257,616460731,639356721
동원시스템즈(주),014820,2021/12,185502805,105862591,0,0,0,0,0,11128468,17096803,665372289,826642450
동원시스템즈(주),014820,2022/12,209000000,7056500,0,0,0,0,0,15409947,6360194,729629598,722040384
동원시스템즈(주),014820,2023/12,90000000,236365667,0,0,0,0,0,22553182,5207418,774050786,761806993
동일고무벨트(주),163560,2020/12,24792000,0,0,0,0,0,0,605014,2432438,199898265,75880980
동일고무벨트(주),163560,2021/12,46339000,0,0,0,0,0,0,709470,1020882,209041906,104787335
동일고무벨트(주),163560,2022/12,92957400,0,0,0,0,0,0,2811715,918804,218003777,163224625
동일고무벨트(주),163560,2023/12,82497200,800000,0,0,0,0,0,5315498,2454531,223697553,150343280
동일산업(주),004890,2020/12,3000000,737817,0,0,0,0,0,136543,1827681,360482372,57018140
동일산업(주),004890,2021/12,3250000,204705,0,0,0,0,0,154288,13493213,402036822,71727780
동일산업(주),004890,2022/12,2000000,777708,0,0,0,0,0,558487,6907178,417277192,82125521
동일산업(주),004890,2023/12,0,100687,0,0,0,0,0,736602,1329491,410077127,66058895
동일제강(주),002690,2020/12,,,,,,,,,,,
동일제강(주),002690,2021/12,,,,,,,,,,,
동일제강(주),002690,2022/12,,,,,,,,,,,
동화약품(주),000020,2020/12,9800000,0,0,0,0,0,0,292154,4923178,342682240,91125560
동화약품(주),000020,2021/12,4500000,0,0,0,0,0,0,383111,6944487,360133220,87671267
동화약품(주),000020,2022/12,2500000,0,0,0,0,0,0,370004,1494337,378673251,82463208
동화약품(주),000020,2023/12,14669995,0,0,0,0,0,0,308010,8718534,407056366,157916043
두산로보틱스(주),454910,2020/12,,,,,,,,,,,
두산로보틱스(주),454910,2021/12,,,,,,,,,,,
두산로보틱스(주),454910,2022/12,0,0,0,0,0,0,0,545827,0,42765362,19853043
두산로보틱스(주),454910,2023/12,0,0,0,0,0,0,0,1411071,0,438808093,17613986
두산밥캣(주),241560,2020/12,0,25274640,0,0,0,0,0,44175172,108357518,4073804491,2886803304
두산밥캣(주),241560,2021/12,21205828,28273476,0,1200912,0,0,0,55571891,135134061,4321265808,4259633657
두산밥캣(주),241560,2022/12,53940756,50772048,0,0,0,0,0,83861766,242221450,5024387667,4223998511
두산밥캣(주),241560,2023/12,62475961,45629839,0,0,0,0,0,112424520,335781155,5954812552,4416941196
두산에너빌리티(주),034020,2020/12,5368579021,1590801460,0,0,0,0,0,457917934,-25463118,7106496681,18460677610
두산에너빌리티(주),034020,2021/12,3908482954,938862830,0,0,0,0,0,284577000,95408945,8807595645,14912949984
두산에너빌리티(주),034020,2022/12,1433571969,771005504,0,0,0,0,0,260038000,146997419,10080290284,12969491516
두산에너빌리티(주),034020,2023/12,1186577312,1576371477,0,0,0,0,0,320892000,220959852,10841508937,13799325009
두산퓨얼셀(주),336260,2020/12,,,,,,,,,,,
두산퓨얼셀(주),336260,2021/12,,,,,,,,,,,
두산퓨얼셀(주),336260,2022/12,,,,,,,,,,,
두산퓨얼셀(주),336260,2023/12,,,,,,,,,,,
디씨엠(주),024090,2020/12,,,,,,,,,,,
디씨엠(주),024090,2021/12,,,,,,,,,,,
디씨엠(주),024090,2022/12,,,,,,,,,,,
디씨엠(주),024090,2023/12,,,,,,,,,,,
디아이동일(주),001530,2020/12,184305563,1632972,0,0,0,0,0,7094916,6789020,516667724,365891604
디아이동일(주),001530,2021/12,230615812,1784804,0,0,0,0,0,5324315,15551288,573505490,419638628
디아이동일(주),001530,2022/12,204235509,1681073,0,0,0,0,0,7787190,-12067546,619195795,381086723
디아이동일(주),001530,2023/12,206180126,28196712,0,0,0,0,0,11234416,2515598,605534194,370119040
디에스알(주),155660,2020/12,52763761,0,0,0,0,0,0,934538,2386963,162952475,89984973
디에스알(주),155660,2021/12,69363277,0,0,0,0,0,0,1178160,3400746,178019214,124579418
디에스알(주),155660,2022/12,75120372,11611160,0,0,0,0,0,2683104,7781199,202326546,162383840
디에스알제강(주),069730,2020/12,,,,,,,,,,,
디에스알제강(주),069730,2021/12,,,,,,,,,,,
디에스알제강(주),069730,2022/12,,,,,,,,,,,
디에스알제강(주),069730,2023/12,,,,,,,,,,,
디엘(주),000210,2020/12,153133576,146077000,0,378427000,0,0,0,67353000,23363159,3211323920,10690535920
디엘(주),000210,2021/12,535861676,398667000,0,0,0,0,0,68436613,102495458,4386726630,3793988664
디엘(주),000210,2022/12,575543537,486540000,0,0,0,0,0,184982000,22836104,4617764972,7401228917
디엘(주),000210,2023/12,970331000,1036524151,0,0,0,0,0,287026125,-51551723,4533401164,7586162396
디엘이앤씨(주),375500,2021/12,156300101,40252000,0,0,0,0,0,36188000,273415227,4497147166,4204543037
디엘이앤씨(주),375500,2022/12,185758000,75596193,0,0,0,0,0,31362000,163915603,4692476509,4282240935
디엘이앤씨(주),375500,2023/12,144800000,376582984,0,0,0,0,0,48704574,77583969,4768781215,4575277543
디와이(주),013570,2020/12,81289914,24719789,0,0,0,0,0,3950994,11614686,467179540,328425725
디와이(주),013570,2021/12,101515018,17185723,0,0,0,0,0,3764810,15211510,498125678,361846877
디와이(주),013570,2022/12,102788873,30362074,0,0,0,0,0,5723460,7222324,504384059,356698974
디와이(주),013570,2023/12,112644046,11818209,0,0,0,0,0,8297246,11323837,530556785,399687967
디와이파워(주),210540,2020/12,10127382,1091489,0,0,0,0,0,918640,9794086,189056292,98753239
디와이파워(주),210540,2021/12,21299926,6121503,0,0,0,0,0,877251,10959295,225972876,116073402
디와이파워(주),210540,2022/12,16089483,4509456,0,0,0,0,0,1146574,6484499,240369030,87153369
디와이파워(주),210540,2023/12,8092482,259098,0,0,0,0,0,876098,9051818,263890903,72837531
롯데관광개발(주),032350,2020/12,80585848,0,0,0,0,0,0,9201253,527417,226100656,972349830
롯데관광개발(주),032350,2021/12,43713638,0,0,0,0,0,0,63965638,-7695128,52687666,1249736891
롯데관광개발(주),032350,2022/12,734006909,0,0,0,0,0,0,92761568,670321,231688110,1571088485
롯데렌탈(주),089860,2020/12,275995430,1396645255,0,0,0,0,0,95649561,16130457,706370361,4643014010
롯데렌탈(주),089860,2021/12,186427989,1322946922,0,0,0,0,0,92303229,36836408,1237336411,4887671245
롯데렌탈(주),089860,2022/12,420393332,1311237211,0,0,0,0,0,115135723,49255319,1296203937,5631000169
롯데렌탈(주),089860,2023/12,158231370,1454309062,0,0,0,0,0,140707760,46231561,1365281271,5352827789
롯데손해보험(주),000400,2020/12,,,,,,,,,,,
롯데손해보험(주),000400,2021/12,,,,,,,,,,,
롯데손해보험(주),000400,2022/12,,,,,,,,,,,
롯데쇼핑(주),023530,2020/12,1553890752,2393655828,0,0,0,0,0,486530324,-60991126,11088762567,21740641629
롯데쇼핑(주),023530,2021/12,1392799367,2171942880,0,0,0,0,0,483590769,-365276561,11797006677,21629527142
롯데쇼핑(주),023530,2022/12,1579073219,3119669078,0,18144000,0,0,0,499749759,-248649866,11035116786,20668459087
롯데쇼핑(주),023530,2023/12,1970384377,3170933251,0,0,0,0,0,595448377,14780309,10836449719,19808248978
롯데에너지머티리얼즈(주),020150,2020/12,0,264280,0,0,0,0,0,2502228,2501505,853628400,227381589
롯데에너지머티리얼즈(주),020150,2021/12,175685,264280,0,0,0,0,0,3431601,15062506,1349280166,404284925
롯데에너지머티리얼즈(주),020150,2022/12,30607711,264280,0,0,0,0,0,14487688,11538291,1990086440,440193361
롯데에너지머티리얼즈(주),020150,2023/12,145832932,212640,0,0,0,0,0,12683452,7742200,1965832680,426413928
롯데웰푸드(주),280360,2020/12,69973004,163199963,0,0,0,0,0,25279000,14220718,1279895891,1363139327
롯데웰푸드(주),280360,2021/12,4434620,360503764,0,0,0,0,0,20023000,17768517,1326971991,1339676736
롯데웰푸드(주),280360,2022/12,7821000,405699790,0,0,0,0,0,28299000,7626742,2111631676,1993627503
롯데웰푸드(주),280360,2023/12,69403000,361565506,0,0,0,0,0,48441242,42066368,2142636836,2056459477
롯데정밀화학(주),004000,2020/12,2007360,0,0,0,0,0,0,987797,60725408,1649700326,224889056
롯데정밀화학(주),004000,2021/12,1342340,0,0,0,0,0,0,359350,161393907,2198629894,524823793
롯데정밀화학(주),004000,2022/12,1351200,0,0,0,0,0,0,571375,13920863,2294218530,415627340
롯데정밀화학(주),004000,2023/12,713295,0,0,0,0,0,0,837237,70736649,2383205649,299724770
롯데정보통신(주),286940,2020/12,0,0,0,0,0,0,0,205096,8200897,413349715,236151659
롯데정보통신(주),286940,2021/12,0,0,0,0,0,0,0,637028,9660841,433244932,316885706
롯데정보통신(주),286940,2022/12,6659929,12984000,0,0,0,0,0,4242025,7869882,453951220,417980302
롯데정보통신(주),286940,2023/12,13964000,43123079,0,0,0,0,0,5569561,13296895,451054727,492995444
롯데지주(주),004990,2020/12,686403842,999417000,0,0,0,0,0,146473000,-51181583,7831106609,8848916626
롯데지주(주),004990,2021/12,350871367,1723102000,0,0,0,0,0,116490000,-80934649,9629296923,10292586180
롯데지주(주),004990,2022/12,1423791428,1730125000,0,0,0,0,0,209418270,163289554,9766258735,12409157931
롯데지주(주),004990,2023/12,1691408000,1864545826,0,0,0,0,0,336143000,210256331,9672841608,13487589139
롯데칠성음료(주),005300,2020/12,27346841,381811582,0,0,0,0,0,36654000,-6120504,1304886086,2161226817
롯데칠성음료(주),005300,2021/12,32588000,425613259,0,0,0,0,0,35180000,37893200,1445055700,2151774423
롯데칠성음료(주),005300,2022/12,170795000,407662695,0,0,0,0,0,40739079,38292576,1412166180,2283769460
롯데칠성음료(주),005300,2023/12,111006000,378418850,0,0,0,0,0,55357753,40845537,1536835578,2720834173
롯데케미칼(주),011170,2020/12,619839243,645414727,0,0,0,0,0,107676995,71398309,13712355294,5674190701
롯데케미칼(주),011170,2021/12,1019993751,757071852,0,0,0,0,0,85170533,476685246,15451196495,7418767513
롯데케미칼(주),011170,2022/12,3043566001,874073007,0,0,0,0,0,149890258,-420439697,17264242287,9520345524
롯데케미칼(주),011170,2023/12,3444140995,675514182,0,0,0,0,0,378887652,-413028189,20232540580,13243769645
롯데하이마트(주),071840,2020/12,,,,,,,,,,,
롯데하이마트(주),071840,2021/12,,,,,,,,,,,
롯데하이마트(주),071840,2022/12,,,,,,,,,,,
롯데하이마트(주),071840,2023/12,,,,,,,,,,,
만호제강(주),001080,2020/06,104347,87887,0,0,0,0,0,24298,803753,232298905,17451274
만호제강(주),001080,2021/06,183942,83294,0,0,0,0,0,14540,611251,233062686,25179107
만호제강(주),001080,2022/06,,,,,,,,,,,
만호제강(주),001080,2023/06,,,,,,,,,,,
명문제약(주),017180,2020/12,82396778,7623729,0,0,0,0,0,4141893,458503,90774789,152250254
명문제약(주),017180,2021/12,75656565,1268704,0,0,0,0,0,3041555,206138,85873709,137389373
명문제약(주),017180,2022/12,73503044,1305720,0,0,0,0,0,3734552,-5323849,95267464,135182359
명문제약(주),017180,2023/12,74607481,1907330,0,0,0,0,0,5137471,92609,88754532,147794261
명신산업(주),009900,2020/12,51662000,14239082,0,0,0,0,0,33065328,15849542,184046633,292854334
